product_ID,date,amount,status
p95686684,2019/11/14,2435,IN
p76319681,2020/8/30,2315,IN
p14409629,2021/10/28,2629,OUT
p55253047,2020/9/29,1962,IN
p64045246,2019/12/25,2406,IN
p72469949,2021/12/4,575,IN
p74107982,2020/12/19,357,IN
p58672616,2021/5/5,915,IN
p59341252,2020/1/1,1390,IN
p56484664,2019/12/13,2468,IN
p46690686,2021/7/7,2879,IN
p32793056,2021/12/18,1508,IN
p91462931,2020/8/13,1873,IN
p34352544,2020/3/12,748,IN
p76645506,2020/4/9,1760,IN
p42762822,2020/12/7,1238,IN
p81720500,2020/6/23,2660,OUT
p46254228,2020/8/9,2189,IN
p97368383,2021/1/16,1842,IN
p40732966,2021/2/28,2802,IN
p48781705,2021/5/8,95,IN
p43890187,2020/5/29,2536,IN
p85142161,2021/9/16,465,IN
p56077034,2020/6/29,154,OUT
p60358601,2020/12/30,2124,OUT
p68492940,2021/12/31,398,IN
p29949609,2021/1/30,1492,OUT
p73611953,2021/12/1,2059,IN
p59626392,2021/7/24,1721,IN
p48173486,2020/1/2,1410,IN
p64287491,2020/6/20,2462,OUT
p23466843,2021/9/2,1445,IN
p38364377,2020/5/15,1769,OUT
p49984735,2020/7/13,400,IN
p35177350,2020/5/14,922,IN
p81694907,2020/6/6,1384,IN
p48926790,2020/6/25,493,IN
p41956015,2020/9/16,1961,OUT
p35258184,2021/2/7,1285,OUT
p83693801,2021/1/12,2355,OUT
p60967046,2020/12/13,747,OUT
p72477576,2020/7/17,376,OUT
p51580215,2021/8/10,1045,IN
p11539337,2020/7/22,2303,IN
p99681802,2021/1/9,2161,OUT
p30325107,2019/12/6,579,OUT
p59366649,2021/4/28,1343,OUT
p61467827,2020/9/2,2481,OUT
p63897034,2021/9/24,3000,IN
p74668239,2021/4/2,166,IN
p98728126,2020/11/3,2290,IN
p93748148,2020/7/15,793,IN
p53820293,2021/9/17,300,OUT
p58907612,2020/6/19,2649,IN
p80415572,2020/6/29,2026,IN
p97408259,2021/9/9,1533,OUT
p99019682,2021/1/24,149,IN
p69687927,2021/9/12,424,OUT
p19871858,2020/6/28,1456,OUT
p73076617,2020/7/2,864,IN
p26628050,2021/4/24,349,IN
p68152575,2020/7/28,401,OUT
p98874830,2020/5/2,2831,OUT
p49535189,2021/1/19,2497,IN
p58805996,2020/9/19,1816,IN
p37946719,2020/10/15,2016,IN
p21327897,2021/3/13,2152,IN
p46975340,2021/6/10,2208,IN
p34140624,2019/12/5,497,OUT
p59719393,2021/12/16,2930,OUT
p27022809,2020/4/18,724,IN
p81345343,2021/9/28,769,OUT
p85518325,2019/11/22,829,OUT
p45593486,2021/1/5,2482,OUT
p14504155,2020/6/1,2305,IN
p78842148,2020/4/12,37,IN
p29597250,2020/5/12,397,OUT
p18893250,2020/6/22,1720,IN
p93692095,2021/4/8,2058,OUT
p68127784,2021/7/12,2821,OUT
p11138813,2020/4/4,2291,IN
p97641053,2020/8/15,2098,OUT
p60761880,2021/9/19,1179,IN
p80924209,2021/12/31,2417,IN
p63722845,2019/12/31,1185,IN
p28095348,2021/7/31,408,OUT
p78443407,2021/8/25,2715,OUT
p35589846,2021/1/7,173,OUT
p44824641,2020/11/7,744,IN
p71944272,2020/4/12,1071,IN
p82209799,2020/10/17,1942,IN
p16979358,2021/9/7,1608,IN
p45838889,2020/5/31,2006,IN
p54344039,2021/8/1,1994,IN
p89300300,2021/12/25,225,OUT
p75255255,2021/6/19,255,IN
p87168747,2021/2/14,498,IN
p31331556,2021/4/14,2895,OUT
p70445295,2019/11/1,1978,OUT
p41606402,2020/6/29,63,OUT
p40447282,2021/5/17,1161,OUT
p98600341,2020/7/22,2676,IN
p76980749,2021/5/29,2590,IN
p25901802,2021/3/5,154,IN
p39983427,2020/11/21,764,OUT
p63578177,2020/8/23,595,IN
p57012924,2020/10/14,2866,IN
p85880183,2020/6/2,2550,IN
p48804273,2020/4/23,1944,OUT
p88992794,2021/8/28,14,IN
p42729471,2021/4/7,2386,IN
p66968471,2021/2/4,2176,IN
p15482470,2021/12/19,2329,OUT
p86785071,2021/10/24,356,OUT
p54522689,2020/12/16,1493,OUT
p77391234,2021/5/20,1886,IN
p55646110,2020/10/29,1404,OUT
p63185401,2021/6/19,397,OUT
p84668233,2020/3/22,2666,OUT
p28355550,2020/4/13,1112,OUT
p62734831,2020/11/7,1254,OUT
p91960064,2020/1/15,1879,IN
p34052927,2020/12/3,2729,OUT
p10121784,2021/9/18,425,OUT
p47118388,2020/10/31,1435,IN
p48842725,2021/2/2,1339,OUT
p23020322,2021/8/15,117,OUT
p62761244,2021/1/1,595,OUT
p80996235,2021/11/18,2014,IN
p80796955,2019/12/9,2639,IN
p35482637,2020/10/12,1469,IN
p60113468,2020/1/17,1113,OUT
p89455276,2020/10/18,1424,IN
p87211336,2020/5/2,771,OUT
p61666474,2021/3/23,524,OUT
p61711133,2021/8/12,224,OUT
p65203670,2020/10/27,835,OUT
p57559555,2020/1/17,2747,IN
p47465846,2020/2/29,82,OUT
p17472096,2020/2/4,145,IN
p83865983,2021/3/29,1858,IN
p86751304,2021/6/29,1229,OUT
p10149943,2020/4/23,1121,IN
p29876106,2020/6/9,967,OUT
p44302890,2021/3/18,628,OUT
p99642642,2019/12/11,2746,IN
p13462943,2020/5/21,2118,IN
p70592972,2020/3/27,965,IN
p51422150,2020/6/26,2196,IN
p32240448,2020/12/12,2765,OUT
p51401904,2021/11/16,568,OUT
p49519207,2019/12/21,487,OUT
p30674542,2020/10/23,1331,OUT
p78384558,2020/6/10,2937,IN
p83751775,2020/2/9,2112,OUT
p71327080,2020/5/17,2675,OUT
p55850240,2021/11/25,2546,IN
p36204043,2020/2/21,2607,IN
p60763668,2020/3/15,611,IN
p75523633,2020/4/5,1180,IN
p71524603,2019/11/13,875,OUT
p10737105,2021/5/14,1015,IN
p76178436,2021/5/8,2951,IN
p39093554,2019/11/29,59,IN
p70654511,2020/11/30,2511,IN
p82084994,2021/1/6,1096,IN
p16127325,2021/6/6,519,OUT
p19031538,2020/7/13,1484,OUT
p98881907,2021/11/7,2207,OUT
p82466349,2020/6/14,1490,IN
p96349933,2021/9/24,317,IN
p90801238,2020/1/28,146,OUT
p44752253,2019/11/30,2872,OUT
p30633323,2021/4/18,69,OUT
p53068643,2019/11/27,1688,IN
p62830414,2020/9/14,2172,OUT
p53120453,2021/6/5,1245,OUT
p31614055,2021/9/13,2326,IN
p31805612,2020/2/10,2975,OUT
p47909981,2021/9/25,2946,OUT
p32023652,2021/3/15,2256,IN
p62228581,2020/10/27,1310,OUT
p12748214,2021/10/25,2832,OUT
p93366576,2019/11/26,2853,IN
p43459926,2021/10/22,203,OUT
p70414370,2020/9/12,427,OUT
p40215718,2021/3/27,623,IN
p25032644,2020/9/15,1606,IN
p94300617,2021/2/20,2211,OUT
p31231723,2020/6/20,1951,IN
p26998830,2021/5/11,2422,OUT
p14066270,2020/4/20,524,OUT
p44393297,2020/11/13,2511,IN
p91277936,2020/5/2,1185,IN
p85507693,2019/11/26,876,IN
p93106530,2020/9/28,2621,OUT
p92820776,2020/9/25,2073,IN
p44428171,2021/3/17,2845,OUT
p66968773,2021/6/9,2716,OUT
p58964131,2021/6/26,817,OUT
p87909159,2020/6/18,414,OUT
p41938003,2021/6/5,1388,IN
p40430446,2020/11/24,1772,IN
p40598457,2019/12/27,1848,OUT
p89643603,2021/9/8,1226,OUT
p49511868,2020/3/31,664,OUT
p83565708,2021/12/12,471,OUT
p98137113,2020/2/22,2325,OUT
p69907972,2019/12/20,2065,IN
p75903831,2020/5/16,1600,OUT
p11991926,2020/3/3,341,OUT
p50809714,2021/4/3,942,OUT
p78804298,2021/11/8,185,OUT
p62189852,2020/7/12,1258,OUT
p30923485,2020/2/11,1030,IN
p39150688,2020/10/19,1202,IN
p54174421,2021/12/18,604,OUT
p35328368,2021/4/2,913,OUT
p19693884,2020/3/15,1265,OUT
p28415218,2020/12/24,2743,IN
p74940141,2020/4/5,2800,IN
p48778250,2021/3/22,2331,OUT
p88017909,2021/4/6,1546,IN
p42699136,2021/5/11,449,OUT
p17528209,2021/10/1,1061,OUT
p11694545,2021/4/23,419,IN
p40151422,2021/3/19,2569,IN
p13706101,2020/3/27,2687,IN
p93529988,2020/7/29,1973,OUT
p75872883,2021/7/30,273,OUT
p23626895,2020/5/4,755,OUT
p43219081,2021/1/8,688,IN
p92147445,2021/10/4,2197,OUT
p82910606,2021/10/16,452,OUT
p74045678,2021/7/6,1571,IN
p64556528,2021/3/24,2429,OUT
p91604248,2021/7/30,898,OUT
p30229734,2021/1/1,2605,IN
p60007040,2020/7/25,228,IN
p34256370,2021/10/13,1523,OUT
p67585699,2020/8/25,2373,IN
p78399054,2021/12/1,833,IN
p26918334,2020/12/27,1315,OUT
p52029210,2021/3/22,2060,IN
p90023299,2020/3/21,1145,IN
p92286553,2021/11/26,678,IN
p53954514,2021/4/12,407,IN
p20082575,2021/8/20,919,IN
p22789483,2021/10/23,786,IN
p88804759,2020/4/13,2653,IN
p97819252,2021/9/28,1484,IN
p19961304,2019/12/24,235,OUT
p55522559,2020/7/11,1070,OUT
p77148511,2020/4/13,1143,OUT
p26228032,2021/7/4,1898,OUT
p23766191,2020/7/16,1602,OUT
p38167166,2020/9/15,2945,IN
p58826476,2021/4/2,2611,OUT
p31549477,2021/2/1,1153,OUT
p95838239,2021/6/13,2157,OUT
p79850230,2021/3/19,2445,IN
p90121042,2019/11/24,2596,IN
p58679832,2020/8/5,982,OUT
p89716861,2021/3/21,2298,IN
p98953598,2021/1/11,2762,OUT
p77387369,2021/3/15,603,IN
p28434553,2020/5/21,249,IN
p11123429,2020/3/30,1983,IN
p94357120,2021/12/6,2976,OUT
p55409266,2019/12/29,1877,OUT
p91903490,2020/1/23,493,OUT
p86887629,2020/3/11,1977,OUT
p89595582,2020/11/29,72,IN
p32999633,2020/7/6,2340,OUT
p47336998,2020/1/3,1726,OUT
p31192840,2021/1/4,1823,IN
p26871895,2020/2/10,1760,OUT
p62051741,2021/8/4,646,IN
p41725471,2019/11/22,1157,OUT
p32120697,2021/9/11,2603,IN
p27073451,2020/9/20,172,IN
p51455946,2020/11/11,444,IN
p18372928,2021/8/24,595,OUT
p91325125,2020/5/27,2585,OUT
p50982066,2020/6/3,1917,OUT
p94852780,2021/7/18,428,OUT
p69853742,2020/7/28,25,IN
p62582612,2021/2/26,2957,IN
p36340492,2020/8/29,1385,IN
p11602377,2020/11/26,2441,IN
p92847229,2021/5/21,771,OUT
p33345259,2020/1/17,1041,IN
p80882403,2021/12/10,2948,IN
p58440014,2021/11/15,24,IN
p12468918,2019/12/14,1331,IN
p10144094,2020/11/9,2985,IN
p10595344,2021/6/28,537,IN
p70419347,2021/3/19,709,OUT
p55193206,2021/10/23,962,IN
p62123966,2021/10/13,2150,IN
p91668867,2020/12/9,1315,OUT
p55826347,2021/12/26,2621,IN
p68542466,2020/12/4,1582,IN
p75507210,2021/11/12,2091,OUT
p15092521,2020/7/16,265,OUT
p22726681,2020/10/25,470,OUT
p85006358,2020/1/7,1914,OUT
p46730987,2021/10/9,743,IN
p66350990,2020/5/15,738,OUT
p78050124,2020/4/29,942,OUT
p88080384,2020/11/28,501,OUT
p51372432,2021/11/22,2706,OUT
p22021579,2021/9/30,2917,IN
p32181695,2020/3/2,47,IN
p60060855,2020/7/28,137,OUT
p85966506,2021/12/21,2514,IN
p13543388,2020/6/11,584,OUT
p67520778,2021/10/29,1695,IN
p75082910,2021/9/5,1232,OUT
p93694765,2020/4/12,990,OUT
p66820292,2021/7/28,736,IN
p55428826,2021/9/27,135,OUT
p14258967,2021/8/24,2497,IN
p57963908,2021/1/11,2307,OUT
p38765918,2021/4/26,480,IN
p62715193,2019/11/28,2653,OUT
p82543361,2020/5/27,1511,IN
p29517616,2021/9/2,2112,IN
p14717819,2021/1/9,1906,IN
p94972610,2021/10/31,548,OUT
p97076238,2019/11/6,612,OUT
p28694365,2020/6/2,36,IN
p48716655,2020/7/27,975,IN
p48967605,2021/3/6,2762,OUT
p25269464,2021/5/4,1457,IN
p67607257,2021/9/16,296,OUT
p33369686,2020/11/19,446,OUT
p34923790,2021/11/7,2166,OUT
p29236447,2019/12/17,441,IN
p42564394,2021/9/18,1523,IN
p15002501,2021/1/6,1140,OUT
p39593492,2021/11/12,888,IN
p10581544,2020/7/6,902,OUT
p71271229,2019/12/20,712,IN
p15266850,2019/12/7,2484,IN
p56988683,2021/4/7,2101,IN
p38072751,2020/2/24,1626,OUT
p94104585,2020/4/1,1402,IN
p52622742,2020/6/14,808,OUT
p86756851,2021/6/28,1908,IN
p54059383,2020/11/2,2467,IN
p78549930,2020/9/5,2698,IN
p67953473,2020/2/17,1343,IN
p31700654,2019/11/13,836,OUT
p54271570,2019/11/24,1972,OUT
p53335712,2021/6/16,2563,OUT
p26520193,2020/11/26,1712,IN
p58454151,2021/7/15,1814,IN
p44041937,2020/10/20,501,IN
p85885795,2020/5/3,153,IN
p65793331,2020/2/5,2277,OUT
p18634208,2020/10/24,29,OUT
p28693023,2021/3/19,2852,IN
p51485912,2021/8/16,713,OUT
p70700207,2020/10/24,1879,OUT
p98341612,2020/8/9,2026,OUT
p28647574,2020/5/24,2775,IN
p29956207,2021/4/16,2507,OUT
p66884173,2020/6/4,2450,IN
p25259722,2019/11/15,101,IN
p64233791,2021/8/6,1708,OUT
p63181487,2020/10/18,648,IN
p56075349,2021/7/23,1402,OUT
p86212339,2020/9/29,1285,OUT
p20808690,2020/12/16,1957,IN
p96620568,2020/10/10,1009,IN
p21459809,2021/5/25,930,IN
p24135686,2020/8/7,2406,OUT
p60565730,2020/10/28,2225,OUT
p36329452,2021/9/24,1820,IN
p97100693,2021/8/19,1340,OUT
p89141337,2021/2/6,1075,IN
p73206630,2020/9/16,2075,IN
p22988794,2020/1/27,1592,OUT
p80125085,2021/1/26,965,IN
p78599197,2020/7/1,820,IN
p56121576,2021/12/12,1825,IN
p40870557,2021/4/4,721,OUT
p21895006,2020/2/6,664,IN
p90313023,2020/4/5,1417,IN
p33710546,2021/4/28,2155,IN
p30454526,2020/9/26,2236,IN
p54435464,2020/1/30,2598,OUT
p31871710,2020/8/29,2459,IN
p78543676,2020/1/19,2902,OUT
p38683705,2020/10/31,376,IN
p66255973,2020/11/3,1126,IN
p26584081,2020/7/27,2138,OUT
p63283003,2020/2/16,1270,IN
p53673886,2020/12/20,1055,OUT
p25440875,2021/9/13,2951,OUT
p45310695,2021/12/27,309,IN
p43948859,2021/12/18,2301,IN
p78938737,2020/1/11,96,OUT
p69314086,2021/6/17,1461,OUT
p13527808,2020/9/3,1915,OUT
p25759757,2020/6/29,1614,OUT
p28234804,2021/2/8,831,OUT
p40242362,2020/11/19,885,OUT
p46295494,2021/2/14,2310,OUT
p16211038,2021/8/18,318,IN
p43675351,2021/3/30,945,IN
p68532382,2020/11/1,1389,OUT
p48494828,2021/7/4,2934,IN
p45894662,2021/9/11,1921,IN
p43185948,2020/7/7,380,IN
p53489964,2021/2/1,2889,OUT
p27943690,2021/4/9,2634,IN
p84644755,2021/12/16,2369,OUT
p69630079,2019/12/2,2160,IN
p52137798,2020/3/15,2134,OUT
p39510749,2021/11/15,691,OUT
p46378683,2020/12/30,804,OUT
p16430190,2021/8/19,118,IN
p26756802,2020/6/8,366,OUT
p95543251,2021/1/19,1334,OUT
p32881580,2021/1/13,837,IN
p17915926,2021/9/11,1377,OUT
p72263174,2020/2/5,2567,OUT
p35066602,2020/1/31,2928,OUT
p21278894,2020/4/28,820,IN
p85383884,2021/9/14,323,OUT
p57304252,2020/11/6,1311,OUT
p50029878,2019/12/21,2830,IN
p49252632,2020/8/16,323,IN
p40880900,2020/1/23,2351,IN
p36509884,2021/9/16,2514,IN
p32421451,2019/12/18,1525,OUT
p70089378,2021/1/7,2987,OUT
p40270079,2020/12/2,1413,OUT
p58651434,2020/3/28,889,OUT
p75784786,2021/11/26,2423,OUT
p13376360,2020/10/10,2671,IN
p87428071,2021/11/27,924,IN
p60945019,2021/10/14,1914,IN
p20026155,2021/7/31,2652,OUT
p98837802,2021/11/3,2873,OUT
p65835381,2020/2/3,2305,OUT
p89103120,2021/2/23,2165,OUT
p38682769,2020/8/24,2419,IN
p81065567,2021/3/30,2752,OUT
p79078714,2020/5/1,1339,IN
p95431862,2021/9/25,1939,IN
p37036438,2021/1/24,973,IN
p47212769,2020/7/23,2746,IN
p64687055,2020/3/17,785,IN
p22456406,2020/9/27,1950,OUT
p89037221,2020/3/11,5,IN
p59923246,2019/11/13,615,IN
p22362223,2021/12/9,1276,OUT
p60878514,2020/5/13,2622,IN
p48471918,2020/3/5,210,IN
p51781738,2020/12/8,2562,IN
p20337549,2020/6/18,2766,IN
p87376137,2020/11/6,1642,OUT
p54163195,2021/3/20,2059,OUT
p19018279,2020/8/21,1150,OUT
p70123281,2021/3/18,2422,OUT
p86150050,2020/1/16,1634,OUT
p60031268,2021/11/28,1359,IN
p12347072,2019/11/16,911,OUT
p44591088,2021/12/3,584,OUT
p68357112,2019/11/30,1611,OUT
p50073403,2019/11/7,695,OUT
p97848842,2021/3/6,2137,IN
p55690301,2021/6/22,1604,IN
p50770534,2021/10/30,1334,OUT
p62231827,2021/5/21,735,IN
p25194452,2020/12/13,203,OUT
p78713763,2021/7/19,1252,IN
p44480475,2020/10/31,78,IN
p83032043,2021/9/21,2743,IN
p83586638,2020/6/1,2677,IN
p14300363,2021/4/9,2615,IN
p33352573,2019/11/8,1556,IN
p88816812,2021/5/10,1449,OUT
p74841169,2020/5/27,1923,IN
p14380124,2021/6/19,2662,OUT
p21544259,2021/11/25,1092,OUT
p75194224,2020/1/9,2837,IN
p81023362,2021/8/6,399,OUT
p16970211,2020/2/10,55,OUT
p74429310,2021/5/7,488,OUT
p37022841,2020/4/5,2276,OUT
p82817936,2020/8/10,993,OUT
p61418369,2020/5/27,266,OUT
p96322531,2021/11/28,599,OUT
p65822179,2020/3/10,245,IN
p50330901,2020/8/16,1410,IN
p88466077,2021/4/13,2068,IN
p42940796,2020/10/6,1012,OUT
p94565422,2020/12/7,361,OUT
p69310929,2021/7/21,2936,IN
p53912761,2021/6/2,265,OUT
p43193597,2021/8/25,1977,IN
p80260494,2020/3/28,1236,OUT
p13371870,2019/12/11,2272,IN
p48978441,2020/7/29,1006,OUT
p51542648,2021/3/3,2406,OUT
p46957376,2021/9/21,2476,IN
p20921757,2021/8/4,141,IN
p51750647,2021/6/23,1630,OUT
p68740071,2020/6/6,2526,IN
p41572775,2020/9/22,1951,OUT
p30651165,2020/10/22,1519,IN
p19048123,2019/12/23,2841,OUT
p21407605,2020/3/9,2813,OUT
p60565118,2020/10/20,963,OUT
p25255821,2021/1/2,706,OUT
p31929494,2020/11/21,1452,OUT
p11390822,2021/3/29,2450,IN
p93428989,2020/8/4,101,IN
p34341112,2021/1/15,1787,OUT
p57977123,2020/1/30,1143,OUT
p71980612,2021/10/17,2658,OUT
p93203934,2020/5/11,2763,OUT
p70452812,2019/11/15,1148,IN
p29261825,2020/11/13,1481,OUT
p96428846,2021/12/31,279,IN
p15127658,2020/7/10,357,IN
p47180057,2021/12/7,2125,OUT
p53742841,2021/6/30,1468,IN
p33547529,2020/7/14,960,IN
p79746449,2021/6/17,2055,IN
p83812083,2021/9/20,2816,OUT
p16532484,2021/1/26,1055,IN
p29478890,2020/4/3,2267,IN
p46173001,2020/10/31,827,OUT
p34866760,2021/8/2,789,OUT
p95870891,2021/8/10,813,OUT
p95465586,2020/2/19,2833,IN
p56321426,2020/2/7,1942,IN
p48379359,2021/1/25,1526,IN
p26270808,2020/1/16,1298,OUT
p30238324,2019/12/9,1581,OUT
p99259373,2021/5/8,1207,IN
p36045003,2020/5/11,756,IN
p36156548,2020/10/13,2601,IN
p39815268,2020/9/3,977,OUT
p34056691,2020/3/6,1313,OUT
p76395766,2021/1/24,1869,OUT
p92694931,2020/12/22,561,IN
p23611107,2021/8/4,448,IN
p53224159,2020/2/28,2072,OUT
p74451543,2020/9/26,1175,OUT
p21439126,2021/10/8,554,OUT
p38419862,2021/11/7,1874,IN
p74768515,2020/3/19,618,IN
p89572549,2020/6/21,1561,OUT
p19571685,2020/2/18,1411,OUT
p62377068,2020/1/16,2762,IN
p43240375,2019/11/30,978,IN
p42764312,2021/8/19,279,IN
p28934588,2021/10/24,774,IN
p50781636,2020/11/2,2950,IN
p16571614,2020/11/30,177,OUT
p74710889,2021/12/2,937,OUT
p98097879,2021/8/7,1528,OUT
p49899720,2021/8/9,2181,IN
p71508934,2019/11/10,743,OUT
p92719544,2021/1/14,2986,IN
p30907436,2019/11/11,1938,OUT
p79170752,2020/10/18,1383,OUT
p17808014,2021/7/21,1601,OUT
p19084464,2021/10/23,1608,IN
p77486751,2021/5/6,52,OUT
p87592775,2019/11/18,2530,OUT
p10042529,2021/6/12,2012,IN
p62433306,2020/10/18,115,OUT
p35372985,2019/12/10,1368,IN
p89191014,2021/11/16,243,IN
p10467801,2020/3/24,667,OUT
p76034340,2020/1/10,1373,IN
p66596132,2021/10/15,230,OUT
p27501042,2020/7/17,1315,IN
p63513077,2021/10/21,1755,IN
p40383925,2021/5/5,103,IN
p10003056,2020/5/31,1393,OUT
p75874826,2021/8/3,2311,OUT
p35276748,2020/12/13,176,OUT
p55931058,2021/12/12,2495,IN
p16742403,2021/12/25,78,OUT
p21747029,2021/7/14,1025,IN
p48279174,2021/2/25,823,OUT
p73651889,2021/11/24,1674,OUT
p48828753,2020/6/6,865,IN
p72716735,2021/5/28,2437,OUT
p94298707,2021/7/28,1863,OUT
p60741961,2020/5/1,1882,IN
p91692659,2020/10/28,2575,OUT
p71843444,2021/1/29,2109,OUT
p20560115,2020/6/14,1113,OUT
p16554164,2020/12/13,1242,OUT
p32547419,2020/5/19,2623,IN
p17789475,2021/3/11,897,IN
p64346472,2021/12/28,1736,IN
p75138621,2020/12/14,2140,OUT
p48302152,2020/1/17,923,OUT
p71945582,2021/1/28,1741,IN
p86641919,2021/9/10,168,IN
p83975327,2020/6/23,1455,IN
p16785744,2020/12/8,2745,OUT
p43955212,2021/3/2,1436,IN
p51943869,2019/12/14,436,OUT
p69670773,2021/6/22,294,OUT
p81249511,2019/11/2,487,OUT
p35505064,2020/12/24,1940,OUT
p30448758,2020/7/8,1715,IN
p51642853,2020/4/12,306,OUT
p17648907,2019/12/22,1662,IN
p47835413,2021/11/16,145,OUT
p51922722,2020/7/13,1391,IN
p47819482,2021/3/5,2386,IN
p57988784,2021/5/8,1574,OUT
p37828377,2020/5/19,2961,IN
p32150168,2021/5/28,1341,OUT
p73190576,2020/11/9,2437,OUT
p23274020,2020/3/1,2266,IN
p63808496,2021/9/3,2683,OUT
p16100890,2021/11/8,62,IN
p13885228,2021/6/25,582,OUT
p19689898,2020/8/21,77,OUT
p92575552,2021/10/1,59,OUT
p17038066,2020/6/28,921,OUT
p84292616,2021/4/19,1088,OUT
p84059822,2020/10/3,173,IN
p79934623,2020/10/16,2597,OUT
p21305174,2020/12/11,2795,IN
p30358588,2020/8/1,318,OUT
p28337814,2021/1/11,867,IN
p41252431,2019/12/21,22,IN
p34040700,2021/6/23,208,IN
p84669273,2021/2/7,1375,IN
p82584677,2021/7/14,1434,OUT
p51959221,2021/12/19,2744,IN
p27974218,2021/6/19,542,OUT
p92188540,2021/2/23,2028,IN
p31023443,2020/7/25,2267,IN
p92572972,2019/12/24,2544,OUT
p80125172,2019/12/2,2911,OUT
p26162242,2020/11/12,872,IN
p87099225,2021/1/16,2040,OUT
p60761041,2021/7/24,608,OUT
p41738404,2021/3/22,580,IN
p77670500,2021/7/10,235,IN
p25397036,2020/9/27,569,OUT
p82608417,2020/4/28,2241,OUT
p36045021,2020/3/20,564,OUT
p85239817,2021/7/12,91,OUT
p37579666,2021/3/29,1532,IN
p58926936,2019/12/5,2418,OUT
p88841490,2020/3/17,146,IN
p55469682,2020/11/2,2556,IN
p68196727,2021/11/1,1578,OUT
p77651715,2021/1/1,893,OUT
p19805615,2021/7/7,261,OUT
p25679492,2019/11/14,20,OUT
p89709673,2020/2/16,1039,IN
p30960840,2020/12/21,1293,OUT
p72615274,2020/10/5,2233,OUT
p67133509,2020/8/26,2570,OUT
p32509355,2020/3/2,2006,IN
p28494100,2020/11/6,1852,OUT
p20026880,2020/8/25,237,OUT
p18449462,2020/8/4,2192,OUT
p98370144,2021/10/28,2843,OUT
p39827928,2020/1/31,1105,OUT
p80418522,2020/10/13,2781,IN
p58389458,2021/1/15,1556,IN
p24653593,2021/2/10,2767,OUT
p18010170,2021/3/26,2887,IN
p68599171,2020/6/18,694,OUT
p64253396,2021/3/14,2595,OUT
p34343840,2020/1/21,1644,OUT
p20813877,2020/7/31,1008,OUT
p91950560,2020/7/22,2693,IN
p84171684,2020/8/20,2901,IN
p89257126,2020/2/2,922,IN
p17988115,2021/5/8,2058,IN
p80886161,2021/3/27,1315,OUT
p31910137,2019/11/22,1738,IN
p98713685,2020/5/10,2549,OUT
p84232652,2021/8/27,368,IN
p19782808,2020/8/26,1463,IN
p53304197,2020/3/19,1947,IN
p29585987,2020/4/26,478,OUT
p47254962,2021/8/6,1747,OUT
p37916050,2020/1/7,2046,IN
p75745263,2021/4/10,1256,IN
p22689062,2021/7/20,463,OUT
p49949649,2020/10/12,2126,IN
p71836803,2021/7/18,895,OUT
p97832162,2019/12/24,685,OUT
p78494734,2021/1/8,1310,OUT
p23597082,2021/4/26,511,OUT
p55056679,2020/1/30,921,OUT
p22226943,2021/8/27,2457,OUT
p92105133,2020/2/24,2128,IN
p76459419,2020/6/12,795,IN
p58859029,2021/7/12,235,IN
p31071856,2021/8/12,1358,IN
p85961891,2020/4/10,2542,OUT
p10937624,2021/7/6,1798,IN
p69289491,2020/5/22,1794,OUT
p68891400,2020/11/1,2265,OUT
p59615613,2021/5/7,749,OUT
p86665981,2020/11/22,1077,IN
p67113019,2020/9/19,262,OUT
p74698893,2021/6/7,2207,OUT
p62032701,2021/4/24,368,IN
p35411874,2020/5/7,1261,IN
p80309226,2021/12/12,972,OUT
p50086642,2020/9/23,446,OUT
p37019514,2021/2/19,2772,OUT
p37629887,2021/9/2,2050,IN
p67769292,2020/6/10,783,IN
p85075746,2021/11/26,2568,OUT
p68439670,2021/6/15,1194,IN
p31869126,2021/7/26,2785,IN
p25054770,2020/7/19,51,IN
p28694266,2020/5/9,2190,IN
p27091213,2021/3/15,693,OUT
p39949501,2020/11/10,1294,IN
p40536375,2021/5/10,2860,OUT
p73048635,2021/1/2,2244,IN
p94168958,2021/11/15,1872,OUT
p23319490,2020/8/21,1243,IN
p16712116,2020/11/9,630,OUT
p44417747,2019/12/16,2001,IN
p69951886,2021/7/24,149,IN
p87163201,2020/8/6,1681,IN
p71441902,2020/11/1,1703,IN
p49743005,2020/8/12,1296,IN
p88678847,2021/6/14,2712,OUT
p27081426,2020/1/15,1890,OUT
p75323277,2021/7/3,1041,IN
p63053037,2020/8/18,161,IN
p59311896,2021/7/2,820,IN
p34504627,2021/6/20,504,IN
p56270454,2020/5/28,2382,OUT
p64263680,2021/1/29,108,OUT
p38212543,2020/3/20,113,OUT
p62021144,2020/5/24,1298,IN
p78398195,2021/4/13,1290,OUT
p11627521,2020/6/18,2577,OUT
p74869068,2021/12/31,1170,IN
p82182708,2020/1/19,1712,OUT
p24941009,2021/7/23,376,IN
p30214762,2021/5/3,942,IN
p48216709,2019/11/7,311,IN
p11832029,2021/12/24,2475,IN
p90382499,2019/11/10,1219,IN
p67841224,2020/4/1,2229,IN
p49342780,2020/4/17,490,IN
p34178460,2020/8/5,2967,OUT
p36807094,2020/12/9,886,OUT
p71319976,2020/4/6,1464,OUT
p13586070,2021/8/8,1943,IN
p77779098,2020/10/26,715,IN
p94195948,2021/1/23,2487,OUT
p12762349,2020/7/9,2540,OUT
